workload,system,configuration,horizon,trace_length,accuracy,top3_accuracy,prediction_attempts,total_cycles,average_latency,raw_memory_cycles,speedup,useful_prefetches,prefetches_issued,prefetches_completed,late_prefetches,late_rate,unused_prefetches,dropped_prefetches,pollution_misses,bandwidth_bytes,bandwidth_utilization,cycles_hidden,fully_hidden_misses,partially_hidden_misses,unhidden_misses,mean_lead_time,median_lead_time,mean_slack,median_slack,queue_occupancy,lookup_prefetch_overhead,storage_bytes,fraction_of_oracle_gain
LongerDependency,Oracle,Oracle-H1,1,2000,1.0,1.0,599,3446,5.743333333333333,2546,0.9930354033662218,6,6,6,6,1.0,0,0,0,48,1.0,0,0,0,7,1.0,1,-149.0,-149,0.0,6,0,0.0
LongerDependency,DirectWAM,DirectWAM-H1,1,2000,1.0,1.0,599,8246,13.743333333333334,2546,0.414989085617269,6,6,6,6,1.0,0,0,0,48,1.0,0,0,0,7,1.0,1,-149.0,-149,0.0,4806,816,0.0
LongerDependency,RecursiveWAM,RecursiveWAM-H1,1,2000,1.0,1.0,599,8246,13.743333333333334,2546,0.414989085617269,6,6,6,6,1.0,0,0,0,48,1.0,0,0,0,7,1.0,1,-149.0,-149,0.0,4806,816,0.0
LongerDependency,DirectMarkov,DirectMarkov-H1,1,2000,1.0,1.0,599,8246,13.743333333333334,2546,0.414989085617269,6,6,6,6,1.0,0,0,0,48,1.0,0,0,0,7,1.0,1,-149.0,-149,0.0,4806,312,0.0
LongerDependency,Oracle,Oracle-H2,2,2000,1.0,1.0,598,3131,5.218333333333334,2692,1.092941552219738,5,5,5,3,0.6,0,0,0,40,1.0,296,2,3,2,63.6,6,-86.4,-144,0.0,5,0,1.0
LongerDependency,DirectWAM,DirectWAM-H2,2,2000,1.0,1.0,598,7907,13.178333333333333,2692,0.4327810800556469,5,5,5,3,0.6,0,0,0,40,1.0,320,2,3,2,70.0,14,-80.0,-136,0.0,4805,816,-6.102963705655566
LongerDependency,RecursiveWAM,RecursiveWAM-H2,2,2000,1.0,1.0,598,7907,13.178333333333333,2692,0.4327810800556469,5,5,5,3,0.6,0,0,0,40,1.0,320,2,3,2,70.0,14,-80.0,-136,0.0,4805,816,-6.102963705655566
LongerDependency,DirectMarkov,DirectMarkov-H2,2,2000,1.0,1.0,598,7907,13.178333333333333,2692,0.4327810800556469,5,5,5,3,0.6,0,0,0,40,1.0,320,2,3,2,70.0,14,-80.0,-136,0.0,4805,312,-6.102963705655566
LongerDependency,Oracle,Oracle-H4,4,2000,1.0,1.0,596,3124,5.206666666666667,2984,1.0953905249679898,3,3,3,1,0.3333333333333333,0,0,0,24,1.0,301,2,1,4,256.6666666666667,305,106.66666666666667,155,0.0,3,0,1.0
LongerDependency,DirectWAM,DirectWAM-H4,4,2000,1.0,1.0,596,7900,13.166666666666666,2984,0.4331645569620253,3,3,3,1,0.3333333333333333,0,0,0,24,1.0,325,2,1,4,280.6666666666667,329,130.66666666666666,179,0.0,4803,816,-5.942261490102791
LongerDependency,RecursiveWAM,RecursiveWAM-H4,4,2000,1.0,1.0,596,7900,13.166666666666666,2984,0.4331645569620253,3,3,3,1,0.3333333333333333,0,0,0,24,1.0,325,2,1,4,280.6666666666667,329,130.66666666666666,179,0.0,4803,816,-5.942261490102791
LongerDependency,DirectMarkov,DirectMarkov-H4,4,2000,1.0,1.0,596,7900,13.166666666666666,2984,0.4331645569620253,3,3,3,1,0.3333333333333333,0,0,0,24,1.0,325,2,1,4,280.6666666666667,329,130.66666666666666,179,0.0,4803,312,-5.942261490102791
LongerDependency,Oracle,Oracle-H8,8,2000,1.0,1.0,592,3132,5.22,3130,1.0925925925925926,2,2,2,0,0.0,0,0,0,16,1.0,292,2,0,5,384.5,467,234.5,317,0.0,2,0,1.0
LongerDependency,DirectWAM,DirectWAM-H8,8,2000,1.0,1.0,592,7932,13.22,3130,0.4314170448814927,2,2,2,0,0.0,0,0,0,16,1.0,292,2,0,5,420.5,523,270.5,373,0.0,4802,816,-6.140695915279881
LongerDependency,RecursiveWAM,RecursiveWAM-H8,8,2000,1.0,1.0,592,7932,13.22,3130,0.4314170448814927,2,2,2,0,0.0,0,0,0,16,1.0,292,2,0,5,420.5,523,270.5,373,0.0,4802,816,-6.140695915279881
LongerDependency,DirectMarkov,DirectMarkov-H8,8,2000,1.0,1.0,592,7932,13.22,3130,0.4314170448814927,2,2,2,0,0.0,0,0,0,16,1.0,292,2,0,5,420.5,523,270.5,373,0.0,4802,312,-6.140695915279881
LongerDependency,Oracle,Oracle-H16,16,2000,1.0,1.0,584,3289,5.4816666666666665,2838,1.0404378230465188,4,4,4,3,0.75,0,0,0,32,1.0,146,1,0,6,79.0,1,-71.0,-149,0.0,4,0,1.0
LongerDependency,DirectWAM,DirectWAM-H16,16,2000,1.0,1.0,584,8089,13.481666666666667,2838,0.42304363951044627,4,4,4,3,0.75,0,0,0,32,1.0,146,1,0,6,89.0,1,-61.0,-149,0.0,4804,816,-14.267740373309316
LongerDependency,RecursiveWAM,RecursiveWAM-H16,16,2000,1.0,1.0,584,8089,13.481666666666667,2838,0.42304363951044627,4,4,4,3,0.75,0,0,0,32,1.0,146,1,0,6,89.0,1,-61.0,-149,0.0,4804,816,-14.267740373309316
LongerDependency,DirectMarkov,DirectMarkov-H16,16,2000,1.0,1.0,584,8089,13.481666666666667,2838,0.42304363951044627,4,4,4,3,0.75,0,0,0,32,1.0,146,1,0,6,89.0,1,-61.0,-149,0.0,4804,312,-14.267740373309316
LongerDependency,Oracle,Oracle-H32,32,2000,1.0,1.0,568,3131,5.218333333333334,2692,1.092941552219738,5,5,5,3,0.6,0,0,0,40,1.0,296,2,3,2,63.6,6,-86.4,-144,0.0,5,0,1.0
LongerDependency,DirectWAM,DirectWAM-H32,32,2000,1.0,1.0,568,7907,13.178333333333333,2692,0.4327810800556469,5,5,5,3,0.6,0,0,0,40,1.0,320,2,3,2,70.0,14,-80.0,-136,0.0,4805,816,-6.102963705655566
LongerDependency,RecursiveWAM,RecursiveWAM-H32,32,2000,1.0,1.0,568,7907,13.178333333333333,2692,0.4327810800556469,5,5,5,3,0.6,0,0,0,40,1.0,320,2,3,2,70.0,14,-80.0,-136,0.0,4805,816,-6.102963705655566
LongerDependency,DirectMarkov,DirectMarkov-H32,32,2000,1.0,1.0,568,7907,13.178333333333333,2692,0.4327810800556469,5,5,5,3,0.6,0,0,0,40,1.0,320,2,3,2,70.0,14,-80.0,-136,0.0,4805,312,-6.102963705655566
Probabilistic,Oracle,Oracle-H1,1,2000,1.0,1.0,599,2996,4.993333333333333,2546,0.9959946595460614,3,3,3,3,1.0,0,0,0,24,1.0,0,0,0,4,1.0,1,-149.0,-149,0.0,3,0,0.0
Probabilistic,DirectWAM,DirectWAM-H1,1,2000,0.7506265664160401,0.7506265664160401,798,7688,12.813333333333333,2546,0.3881373569198751,3,3,3,3,1.0,0,0,0,24,1.0,105,0,1,3,37.0,1,-113.0,-149,0.0,4803,552,0.0
Probabilistic,RecursiveWAM,RecursiveWAM-H1,1,2000,0.9181969949916527,0.9181969949916527,599,7792,12.986666666666666,2692,0.38295687885010266,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,4,1.0,1,-149.0,-149,0.0,4802,552,0.0
Probabilistic,DirectMarkov,DirectMarkov-H1,1,2000,0.7506265664160401,0.7506265664160401,798,7688,12.813333333333333,2546,0.3881373569198751,3,3,3,3,1.0,0,0,0,24,1.0,105,0,1,3,37.0,1,-113.0,-149,0.0,4803,312,0.0
Probabilistic,Oracle,Oracle-H2,2,2000,1.0,1.0,598,2839,4.7316666666666665,2692,1.0510743219443466,2,2,2,1,0.5,0,0,0,16,1.0,147,1,1,2,78.0,151,-72.0,1,0.0,2,0,1.0
Probabilistic,DirectWAM,DirectWAM-H2,2,2000,0.7503136762860728,0.7503136762860728,797,7523,12.538333333333334,2692,0.3966502724976738,2,2,2,1,0.5,0,0,0,16,1.0,263,1,1,2,140.5,160,-9.5,10,0.0,4802,552,-11.813171561235205
Probabilistic,RecursiveWAM,RecursiveWAM-H2,2,2000,0.9180602006688964,0.9180602006688964,598,7639,12.731666666666667,2838,0.3906270454247938,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,3,159.0,159,9.0,9,0.0,4801,552,-11.93110219337249
Probabilistic,DirectMarkov,DirectMarkov-H2,2,2000,0.7503136762860728,0.7503136762860728,797,7523,12.538333333333334,2692,0.3966502724976738,2,2,2,1,0.5,0,0,0,16,1.0,263,1,1,2,140.5,160,-9.5,10,0.0,4802,312,-11.813171561235205
Probabilistic,Oracle,Oracle-H4,4,2000,1.0,1.0,596,2984,4.973333333333334,2546,1.0,3,3,3,3,1.0,0,0,0,24,1.0,9,0,1,3,5.0,1,-145.0,-149,0.0,3,0,0.0
Probabilistic,DirectWAM,DirectWAM-H4,4,2000,0.7506297229219143,0.7506297229219143,794,7688,12.813333333333333,2546,0.3881373569198751,3,3,3,3,1.0,0,0,0,24,1.0,105,0,1,3,37.0,1,-113.0,-149,0.0,4803,552,0.0
Probabilistic,RecursiveWAM,RecursiveWAM-H4,4,2000,0.9177852348993288,0.9177852348993288,596,7792,12.986666666666666,2692,0.38295687885010266,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,4,1.0,1,-149.0,-149,0.0,4802,552,0.0
Probabilistic,DirectMarkov,DirectMarkov-H4,4,2000,0.7506297229219143,0.7506297229219143,794,7688,12.813333333333333,2546,0.3881373569198751,3,3,3,3,1.0,0,0,0,24,1.0,105,0,1,3,37.0,1,-113.0,-149,0.0,4803,312,0.0
Probabilistic,Oracle,Oracle-H8,8,2000,1.0,1.0,592,2815,4.691666666666666,2692,1.0600355239786856,2,2,2,1,0.5,0,0,0,16,1.0,171,1,1,2,90.0,151,-60.0,1,0.0,2,0,1.0
Probabilistic,DirectWAM,DirectWAM-H8,8,2000,0.7503168567807351,0.7503168567807351,789,7523,12.538333333333334,2692,0.3966502724976738,2,2,2,1,0.5,0,0,0,16,1.0,263,1,1,2,140.5,160,-9.5,10,0.0,4802,552,-10.049878597154132
Probabilistic,RecursiveWAM,RecursiveWAM-H8,8,2000,0.9172297297297297,0.9172297297297297,592,7639,12.731666666666667,2838,0.3906270454247938,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,3,159.0,159,9.0,9,0.0,4801,552,-10.150206314373998
Probabilistic,DirectMarkov,DirectMarkov-H8,8,2000,0.7503168567807351,0.7503168567807351,789,7523,12.538333333333334,2692,0.3966502724976738,2,2,2,1,0.5,0,0,0,16,1.0,263,1,1,2,140.5,160,-9.5,10,0.0,4802,312,-10.049878597154132
Probabilistic,Oracle,Oracle-H16,16,2000,1.0,1.0,584,2972,4.953333333333333,2546,1.0040376850605652,3,3,3,3,1.0,0,0,0,24,1.0,21,0,1,3,9.0,1,-141.0,-149,0.0,3,0,1.0
Probabilistic,DirectWAM,DirectWAM-H16,16,2000,0.7506426735218509,0.7506426735218509,778,7688,12.813333333333333,2546,0.3881373569198751,3,3,3,3,1.0,0,0,0,24,1.0,105,0,1,3,37.0,1,-113.0,-149,0.0,4803,552,-151.53798126951256
Probabilistic,RecursiveWAM,RecursiveWAM-H16,16,2000,0.9195205479452054,0.9195205479452054,584,7792,12.986666666666666,2692,0.38295687885010266,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,4,1.0,1,-149.0,-149,0.0,4802,552,-152.8210130047929
Probabilistic,DirectMarkov,DirectMarkov-H16,16,2000,0.7506426735218509,0.7506426735218509,778,7688,12.813333333333333,2546,0.3881373569198751,3,3,3,3,1.0,0,0,0,24,1.0,105,0,1,3,37.0,1,-113.0,-149,0.0,4803,312,-151.53798126951256
Probabilistic,Oracle,Oracle-H32,32,2000,1.0,1.0,568,2815,4.691666666666666,2692,1.0600355239786856,2,2,2,1,0.5,0,0,0,16,1.0,171,1,1,2,90.0,151,-60.0,1,0.0,2,0,1.0
Probabilistic,DirectWAM,DirectWAM-H32,32,2000,0.750330250990753,0.750330250990753,757,7523,12.538333333333334,2692,0.3966502724976738,2,2,2,1,0.5,0,0,0,16,1.0,263,1,1,2,140.5,160,-9.5,10,0.0,4802,552,-10.049878597154132
Probabilistic,RecursiveWAM,RecursiveWAM-H32,32,2000,0.9190140845070423,0.9190140845070423,568,7639,12.731666666666667,2838,0.3906270454247938,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,3,159.0,159,9.0,9,0.0,4801,552,-10.150206314373998
Probabilistic,DirectMarkov,DirectMarkov-H32,32,2000,0.750330250990753,0.750330250990753,757,7523,12.538333333333334,2692,0.3966502724976738,2,2,2,1,0.5,0,0,0,16,1.0,263,1,1,2,140.5,160,-9.5,10,0.0,4802,312,-10.049878597154132
PhaseChanging,Oracle,Oracle-H1,1,2000,1.0,1.0,599,2846,4.743333333333333,2546,0.9971890372452565,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,2,0,0.0
PhaseChanging,DirectWAM,DirectWAM-H1,1,2000,1.0,1.0,599,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,696,0.0
PhaseChanging,RecursiveWAM,RecursiveWAM-H1,1,2000,1.0,1.0,599,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,696,0.0
PhaseChanging,DirectMarkov,DirectMarkov-H1,1,2000,1.0,1.0,599,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,312,0.0
PhaseChanging,Oracle,Oracle-H2,2,2000,1.0,1.0,598,2693,4.488333333333333,2692,1.0538432974378018,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,151.0,151,1.0,1,0.0,1,0,1.0
PhaseChanging,DirectWAM,DirectWAM-H2,2,2000,1.0,1.0,598,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,696,-11.538047004790656
PhaseChanging,RecursiveWAM,RecursiveWAM-H2,2,2000,1.0,1.0,598,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,696,-11.538047004790656
PhaseChanging,DirectMarkov,DirectMarkov-H2,2,2000,1.0,1.0,598,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,336,-11.538047004790656
PhaseChanging,Oracle,Oracle-H4,4,2000,1.0,1.0,596,2846,4.743333333333333,2546,0.9971890372452565,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,2,0,0.0
PhaseChanging,DirectWAM,DirectWAM-H4,4,2000,1.0,1.0,596,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,696,0.0
PhaseChanging,RecursiveWAM,RecursiveWAM-H4,4,2000,1.0,1.0,596,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,696,0.0
PhaseChanging,DirectMarkov,DirectMarkov-H4,4,2000,1.0,1.0,596,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,360,0.0
PhaseChanging,Oracle,Oracle-H8,8,2000,1.0,1.0,592,2693,4.488333333333333,2692,1.0538432974378018,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,151.0,151,1.0,1,0.0,1,0,1.0
PhaseChanging,DirectWAM,DirectWAM-H8,8,2000,1.0,1.0,592,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,696,-11.538047004790656
PhaseChanging,RecursiveWAM,RecursiveWAM-H8,8,2000,1.0,1.0,592,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,696,-11.538047004790656
PhaseChanging,DirectMarkov,DirectMarkov-H8,8,2000,1.0,1.0,592,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,360,-11.538047004790656
PhaseChanging,Oracle,Oracle-H16,16,2000,1.0,1.0,584,2846,4.743333333333333,2546,0.9971890372452565,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,2,0,0.0
PhaseChanging,DirectWAM,DirectWAM-H16,16,2000,1.0,1.0,584,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,696,0.0
PhaseChanging,RecursiveWAM,RecursiveWAM-H16,16,2000,1.0,1.0,584,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,696,0.0
PhaseChanging,DirectMarkov,DirectMarkov-H16,16,2000,1.0,1.0,584,7646,12.743333333333334,2546,0.3711744703112739,2,2,2,2,1.0,0,0,0,16,1.0,0,0,0,3,1.0,1,-149.0,-149,0.0,4802,360,0.0
PhaseChanging,Oracle,Oracle-H32,32,2000,1.0,1.0,568,2693,4.488333333333333,2692,1.0538432974378018,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,151.0,151,1.0,1,0.0,1,0,1.0
PhaseChanging,DirectWAM,DirectWAM-H32,32,2000,1.0,1.0,568,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,696,-11.538047004790656
PhaseChanging,RecursiveWAM,RecursiveWAM-H32,32,2000,1.0,1.0,568,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,696,-11.538047004790656
PhaseChanging,DirectMarkov,DirectMarkov-H32,32,2000,1.0,1.0,568,7493,12.488333333333333,2692,0.3787535032697184,1,1,1,0,0.0,0,0,0,8,1.0,146,1,0,2,159.0,159,9.0,9,0.0,4801,360,-11.538047004790656
Random,Oracle,Oracle-H1,1,2000,1.0,1.0,599,88196,146.99333333333334,2546,0.8059095650596398,571,571,571,571,1.0,0,0,0,4568,1.0,0,0,0,572,1.0,1,-149.0,-149,0.0,571,0,0.0
Random,DirectWAM,DirectWAM-H1,1,2000,0.0,0.0,735,74938,124.89666666666666,69622,0.9484907523552804,13,516,516,0,0.0,503,0,89,4128,1.0,1898,13,0,447,2188.3076923076924,2347,2038.3076923076924,2197,0.0,5316,118776,0.0
Random,RecursiveWAM,RecursiveWAM-H1,1,2000,0.0,0.0,426,75295,125.49166666666666,70202,0.9439936250747062,9,293,293,0,0.0,284,0,54,2344,1.0,1314,9,0,451,3056.8888888888887,3479,2906.8888888888887,3329,0.0,5093,118776,0.0
Random,DirectMarkov,DirectMarkov-H1,1,2000,0.0,0.0,0,75878,126.46333333333334,71078,0.9367405572102586,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,457,0.0,0.0,0.0,0.0,0.0,4800,33576,0.0
Random,Oracle,Oracle-H2,2,2000,1.0,1.0,598,45054,75.09,2992,1.577617969547654,567,567,567,313,0.5520282186948854,0,0,0,4536,1.0,41287,254,313,4,76.82716049382717,14,-73.17283950617283,-136,0.0,567,0,1.0
Random,DirectWAM,DirectWAM-H2,2,2000,0.0013605442176870747,0.0013605442176870747,735,75419,125.69833333333334,69930,0.9424415598191437,10,540,540,1,0.1,530,0,97,4320,1.0,1314,9,0,450,2505.0,3245,2355.0,3095,0.0,5340,118680,-0.09964793897587997
Random,RecursiveWAM,RecursiveWAM-H2,2,2000,0.002347417840375587,0.002347417840375587,426,75583,125.97166666666666,70328,0.940396650040353,7,306,306,1,0.14285714285714285,299,0,63,2448,1.0,876,6,0,453,2339.1428571428573,2465,2189.1428571428573,2315,0.0,5106,118776,-0.1031881851015192
Random,DirectMarkov,DirectMarkov-H2,2,2000,0.0,0.0,0,75878,126.46333333333334,71078,0.9367405572102586,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,457,0.0,0.0,0.0,0.0,0.0,4800,33552,-0.10951778878915647
Random,Oracle,Oracle-H4,4,2000,1.0,1.0,596,23337,38.895,3584,3.0457213866392423,562,562,562,191,0.3398576512455516,0,0,0,4496,1.0,62861,371,191,8,117.4306049822064,150,-32.569395017793596,0,0.0,562,0,1.0
Random,DirectWAM,DirectWAM-H4,4,2000,0.0,0.0,734,74797,124.66166666666666,69448,0.9502787544955011,16,549,549,0,0.0,533,0,87,4392,1.0,2336,16,0,446,2290.0,2131,2140.0,1981,0.0,5349,118512,-0.02430499374412957
Random,RecursiveWAM,RecursiveWAM-H4,4,2000,0.0,0.0,426,75145,125.24166666666666,70028,0.9458779692594318,10,317,317,0,0.0,307,0,47,2536,1.0,1460,10,0,450,3074.8,3776,2924.8,3626,0.0,5117,118776,-0.02645620811027503
Random,DirectMarkov,DirectMarkov-H4,4,2000,0.0,0.0,0,75878,126.46333333333334,71078,0.9367405572102586,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,457,0.0,0.0,0.0,0.0,0.0,4800,33504,-0.030922804641381512
Random,Oracle,Oracle-H8,8,2000,1.0,1.0,592,13078,21.796666666666667,4622,5.434928888209206,553,553,553,142,0.25678119349005424,0,0,0,4424,1.0,72835,411,142,15,148.56781193490053,150,-1.4321880650994574,0,0.0,553,0,1.0
Random,DirectWAM,DirectWAM-H8,8,2000,0.001366120218579235,0.001366120218579235,732,74463,124.105,68844,0.9545411815263957,18,521,521,2,0.1111111111111111,503,0,84,4168,1.0,2336,16,0,444,2134.6666666666665,2058,1984.6666666666667,1908,0.0,5321,118224,-0.010250179793065474
Random,RecursiveWAM,RecursiveWAM-H8,8,2000,0.0023584905660377358,0.0023584905660377358,424,73966,123.27666666666667,68564,0.9609550333937215,18,304,304,2,0.1111111111111111,286,0,45,2432,1.0,2336,16,0,442,2978.6111111111113,2949,2828.6111111111113,2799,0.0,5104,118776,-0.008803966780636394
Random,DirectMarkov,DirectMarkov-H8,8,2000,0.0,0.0,0,75878,126.46333333333334,71078,0.9367405572102586,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,457,0.0,0.0,0.0,0.0,0.0,4800,33408,-0.014263913669038585
Random,Oracle,Oracle-H16,16,2000,1.0,1.0,584,23839,39.73166666666667,22488,2.981584798020051,410,410,410,23,0.05609756097560976,0,112,0,3280,0.7854406130268199,58919,387,23,136,565.3756097560976,516,415.37560975609756,366,0.0,410,0,1.0
Random,DirectWAM,DirectWAM-H16,16,2000,0.002758620689655172,0.002758620689655172,725,74291,123.81833333333333,68828,0.9567511542447941,19,529,529,1,0.05263157894736842,510,0,94,4232,1.0,2640,18,1,442,2337.157894736842,2620,2187.157894736842,2470,0.0,5329,117600,-0.021825382289175348
Random,RecursiveWAM,RecursiveWAM-H16,16,2000,0.002386634844868735,0.002386634844868735,419,74413,124.02166666666666,69306,0.9551825621867147,14,307,307,0,0.0,293,0,59,2456,1.0,2044,14,0,445,2378.6428571428573,3016,2228.6428571428573,2866,0.0,5107,118776,-0.0226169669135864
Random,DirectMarkov,DirectMarkov-H16,16,2000,0.0,0.0,0,75878,126.46333333333334,71078,0.9367405572102586,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,457,0.0,0.0,0.0,0.0,0.0,4800,33216,-0.03192366173425866
Random,Oracle,Oracle-H32,32,2000,1.0,1.0,568,30978,51.63,30596,2.2944670411259604,328,328,328,10,0.03048780487804878,0,157,0,2624,0.6762886597938145,47834,318,10,190,1553.969512195122,1472,1403.969512195122,1322,0.0,328,0,1.0
Random,DirectWAM,DirectWAM-H32,32,2000,0.0,0.0,689,74058,123.43,68600,0.9597612681951984,20,510,510,1,0.05,490,0,81,4080,1.0,2774,19,0,441,2336.05,2859,2186.05,2709,0.0,5310,116376,-0.03108517291394377
Random,RecursiveWAM,RecursiveWAM-H32,32,2000,0.0,0.0,407,73381,122.30166666666666,68284,0.9686158542401985,21,297,297,0,0.0,276,0,48,2376,1.0,3066,21,0,438,2911.3333333333335,2855,2761.3333333333335,2705,0.0,5097,118776,-0.0242448395847165
Random,DirectMarkov,DirectMarkov-H32,32,2000,0.0,0.0,0,75878,126.46333333333334,71078,0.9367405572102586,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,457,0.0,0.0,0.0,0.0,0.0,4800,32832,-0.04886910271173587
LongHigherOrder,Oracle,Oracle-H1,1,1920,1.0,1.0,575,9800,17.01388888888889,2450,0.98,49,49,49,49,1.0,0,0,0,392,1.0,0,0,0,50,1.0,1,-149.0,-149,0.0,49,0,0.0
LongHigherOrder,DirectWAM,DirectWAM-H1,1,1920,1.0,1.0,575,14408,25.01388888888889,2450,0.6665741254858412,49,49,49,49,1.0,0,0,0,392,1.0,0,0,0,50,1.0,1,-149.0,-149,0.0,4657,7560,0.0
LongHigherOrder,RecursiveWAM,RecursiveWAM-H1,1,1920,1.0,1.0,575,14408,25.01388888888889,2450,0.6665741254858412,49,49,49,49,1.0,0,0,0,392,1.0,0,0,0,50,1.0,1,-149.0,-149,0.0,4657,7560,0.0
LongHigherOrder,DirectMarkov,DirectMarkov-H1,1,1920,1.0,1.0,575,14408,25.01388888888889,2450,0.6665741254858412,49,49,49,49,1.0,0,0,0,392,1.0,0,0,0,50,1.0,1,-149.0,-149,0.0,4657,2376,0.0
LongHigherOrder,Oracle,Oracle-H2,2,1920,1.0,1.0,574,6124,10.631944444444445,2596,1.5682560418027434,48,48,48,47,0.9791666666666666,0,0,0,384,1.0,3528,1,47,2,77.54166666666667,149,-72.45833333333333,-1,0.0,48,0,1.0
LongHigherOrder,DirectWAM,DirectWAM-H2,2,1920,1.0,1.0,574,10540,18.29861111111111,2596,0.9111954459203037,48,48,48,47,0.9791666666666666,0,0,0,384,1.0,3720,1,47,2,81.70833333333333,149,-68.29166666666667,-1,0.0,4656,7560,-0.15627560034024723
LongHigherOrder,RecursiveWAM,RecursiveWAM-H2,2,1920,1.0,1.0,574,10540,18.29861111111111,2596,0.9111954459203037,48,48,48,47,0.9791666666666666,0,0,0,384,1.0,3720,1,47,2,81.70833333333333,149,-68.29166666666667,-1,0.0,4656,7560,-0.15627560034024723
LongHigherOrder,DirectMarkov,DirectMarkov-H2,2,1920,1.0,1.0,574,10540,18.29861111111111,2596,0.9111954459203037,48,48,48,47,0.9791666666666666,0,0,0,384,1.0,3720,1,47,2,81.70833333333333,149,-68.29166666666667,-1,0.0,4656,2376,-0.15627560034024723
LongHigherOrder,Oracle,Oracle-H4,4,1920,1.0,1.0,572,6063,10.526041666666666,2888,1.5840343064489526,46,46,46,23,0.5,0,0,0,368,1.0,3587,23,23,4,88.54347826086956,150,-61.45652173913044,0,0.0,46,0,1.0
LongHigherOrder,DirectWAM,DirectWAM-H4,4,1920,1.0,1.0,572,10119,17.567708333333332,2888,0.949105642850084,46,46,46,23,0.5,0,0,0,368,1.0,4139,23,23,4,101.06521739130434,150,-48.93478260869565,0,0.0,4654,7560,-0.08714275272520208
LongHigherOrder,RecursiveWAM,RecursiveWAM-H4,4,1920,1.0,1.0,572,10119,17.567708333333332,2888,0.949105642850084,46,46,46,23,0.5,0,0,0,368,1.0,4139,23,23,4,101.06521739130434,150,-48.93478260869565,0,0.0,4654,7560,-0.08714275272520208
