workload,system,horizon,train_accesses,total_cycles,average_latency,speedup,accuracy,late_prefetch_rate,cycles_hidden,fraction_of_ideal_gain,predictor_overhead,predictor_queue_stalls,average_queue_wait,maximum_queue_wait,dropped_predictions,predictor_queue_depth,port_stalls,update_count,prefetches_issued,bandwidth_bytes,storage_bytes,ideal_speedup,collision_rate,aliasing_rate,counter_bits,signature_bits,table_size,read_ports,write_ports
LongHigherOrder,Ports-1R1W,16,3360,17353,12.050694444444444,0.7610211490808506,1.0,0.06818181818181818,5986,0.0,10080,0,0.0,0,0,0,0,1440,44,352,42768,1.7164023914738757,0.0,0.0,,,,1,1
LongHigherOrder,Ports-2R1W,16,3360,17353,12.050694444444444,0.7610211490808506,1.0,0.06818181818181818,5986,0.0,10080,0,0.0,0,0,0,0,1440,44,352,42768,1.7164023914738757,0.0,0.0,,,,2,1
LongHigherOrder,Ports-2R2W,16,3360,17353,12.050694444444444,0.7610211490808506,1.0,0.06818181818181818,5986,0.0,10080,0,0.0,0,0,0,0,1440,44,352,42768,1.7164023914738757,0.0,0.0,,,,2,2
