workload,system,horizon,train_accesses,total_cycles,average_latency,speedup,accuracy,late_prefetch_rate,cycles_hidden,fraction_of_ideal_gain,predictor_overhead,predictor_queue_stalls,average_queue_wait,maximum_queue_wait,dropped_predictions,predictor_queue_depth,port_stalls,update_count,prefetches_issued,bandwidth_bytes,storage_bytes,ideal_speedup,collision_rate,aliasing_rate,counter_bits,signature_bits,table_size,predictor_latency,mode
LongerDependency,DirectWAM-H8,8,3360,29532,20.508333333333333,0.22964919409454151,1.0,0.0,292,0.0,23040,0,0.0,0,0,0,0,1440,2,16,1776,1.0446703635243377,0.0,0.0,,,,16,serial
LongerDependency,DirectWAM-H16,16,3360,29689,20.617361111111112,0.22843477382195426,1.0,0.75,146,0.0,23040,0,0.0,0,0,0,0,1440,4,32,3696,1.0200030079711235,0.0,0.0,,,,16,serial
LongerDependency,RecursiveWAM,16,3360,29689,20.617361111111112,0.22843477382195426,1.0,0.75,146,0.0,23040,0,0.0,0,0,0,0,1440,4,32,816,1.0200030079711235,0.0,0.0,,,,16,serial
LongerDependency,Markov-N,16,3360,29689,20.617361111111112,0.22843477382195426,1.0,0.75,146,0.0,23040,0,0.0,0,0,0,0,1440,4,32,312,1.0200030079711235,0.0,0.0,,,,16,serial
LongerDependency,DirectWAM-H8,8,3360,41052,28.508333333333333,0.16520510571957517,1.0,0.0,292,0.0,34560,0,0.0,0,0,0,0,1440,2,16,1776,1.0446703635243377,0.0,0.0,,,,24,serial
LongerDependency,DirectWAM-H16,16,3360,41209,28.617361111111112,0.16457569948312262,1.0,0.75,146,0.0,34560,0,0.0,0,0,0,0,1440,4,32,3696,1.0200030079711235,0.0,0.0,,,,24,serial
LongerDependency,RecursiveWAM,16,3360,41209,28.617361111111112,0.16457569948312262,1.0,0.75,146,0.0,34560,0,0.0,0,0,0,0,1440,4,32,816,1.0200030079711235,0.0,0.0,,,,24,serial
LongerDependency,Markov-N,16,3360,41209,28.617361111111112,0.16457569948312262,1.0,0.75,146,0.0,34560,0,0.0,0,0,0,0,1440,4,32,312,1.0200030079711235,0.0,0.0,,,,24,serial
LongerDependency,DirectWAM-H8,8,3360,52572,36.50833333333333,0.12900403256486342,1.0,0.0,292,0.0,46080,0,0.0,0,0,0,0,1440,2,16,1776,1.0446703635243377,0.0,0.0,,,,32,serial
LongerDependency,DirectWAM-H16,16,3360,52729,36.61736111111111,0.12861992451971402,1.0,0.75,146,0.0,46080,0,0.0,0,0,0,0,1440,4,32,3696,1.0200030079711235,0.0,0.0,,,,32,serial
LongerDependency,RecursiveWAM,16,3360,52729,36.61736111111111,0.12861992451971402,1.0,0.75,146,0.0,46080,0,0.0,0,0,0,0,1440,4,32,816,1.0200030079711235,0.0,0.0,,,,32,serial
LongerDependency,Markov-N,16,3360,52729,36.61736111111111,0.12861992451971402,1.0,0.75,146,0.0,46080,0,0.0,0,0,0,0,1440,4,32,312,1.0200030079711235,0.0,0.0,,,,32,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,7981,5.542361111111111,1.6363864177421377,1.0,0.29545454545454547,5123,1.0,0,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,0,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,7677,5.33125,1.7011853588641397,1.0,0.275,5423,1.0,0,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,0,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,7677,5.33125,1.7011853588641397,1.0,0.275,5423,1.0,0,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,0,serial
HigherOrderAmbiguous,Markov-N,16,3360,7677,5.33125,1.7011853588641397,1.0,0.275,5423,1.0,0,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,0,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,9344,6.488888888888889,1.3976883561643836,1.0,0.29545454545454547,5200,0.6249164738231827,1440,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,1,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,9042,6.279166666666667,1.4443707144437072,1.0,0.275,5498,0.6337421465324801,1440,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,1,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,9042,6.279166666666667,1.4443707144437072,1.0,0.275,5498,0.6337421465324801,1440,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,1,serial
HigherOrderAmbiguous,Markov-N,16,3360,9042,6.279166666666667,1.4443707144437072,1.0,0.275,5498,0.6337421465324801,1440,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,1,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,10707,7.435416666666667,1.2197627720183057,1.0,0.29545454545454547,5277,0.34532913634142504,2880,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,2,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,10407,7.227083333333334,1.2549245700009608,1.0,0.275,5573,0.3635623117030236,2880,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,2,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,10407,7.227083333333334,1.2549245700009608,1.0,0.275,5573,0.3635623117030236,2880,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,2,serial
HigherOrderAmbiguous,Markov-N,16,3360,10407,7.227083333333334,1.2549245700009608,1.0,0.275,5573,0.3635623117030236,2880,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,2,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,12070,8.381944444444445,1.0820215410107705,1.0,0.29545454545454547,5354,0.12888637897360888,4320,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,3,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,11772,8.175,1.109412164458036,1.0,0.275,5648,0.1560388605878398,4320,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,3,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,11772,8.175,1.109412164458036,1.0,0.275,5648,0.1560388605878398,4320,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,3,serial
HigherOrderAmbiguous,Markov-N,16,3360,11772,8.175,1.109412164458036,1.0,0.275,5648,0.1560388605878398,4320,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,3,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,13433,9.328472222222222,0.9722325616020249,1.0,0.29545454545454547,5431,0.0,5760,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,4,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,13137,9.122916666666667,0.9941386922432823,1.0,0.275,5723,0.0,5760,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,4,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,13137,9.122916666666667,0.9941386922432823,1.0,0.275,5723,0.0,5760,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,4,serial
HigherOrderAmbiguous,Markov-N,16,3360,13137,9.122916666666667,0.9941386922432823,1.0,0.275,5723,0.0,5760,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,4,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,16159,11.221527777777778,0.8082183303422241,1.0,0.29545454545454547,5585,0.0,8640,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,6,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,15900,11.041666666666666,0.8213836477987422,1.0,0.0,5840,0.0,8640,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,6,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,15900,11.041666666666666,0.8213836477987422,1.0,0.0,5840,0.0,8640,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,6,serial
HigherOrderAmbiguous,Markov-N,16,3360,15900,11.041666666666666,0.8213836477987422,1.0,0.0,5840,0.0,8640,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,6,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,18885,13.114583333333334,0.6915541435001323,1.0,0.29545454545454547,5739,0.0,11520,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,8,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,18780,13.041666666666666,0.6954206602768903,1.0,0.0,5840,0.0,11520,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,8,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,18780,13.041666666666666,0.6954206602768903,1.0,0.0,5840,0.0,11520,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,8,serial
HigherOrderAmbiguous,Markov-N,16,3360,18780,13.041666666666666,0.6954206602768903,1.0,0.0,5840,0.0,11520,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,8,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,24337,16.900694444444444,0.5366314664913506,1.0,0.29545454545454547,6047,0.0,17280,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,12,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,24540,17.041666666666668,0.5321923390383048,1.0,0.0,5840,0.0,17280,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,12,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,24540,17.041666666666668,0.5321923390383048,1.0,0.0,5840,0.0,17280,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,12,serial
HigherOrderAmbiguous,Markov-N,16,3360,24540,17.041666666666668,0.5321923390383048,1.0,0.0,5840,0.0,17280,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,12,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,29789,20.686805555555555,0.4384168652858438,1.0,0.29545454545454547,6355,0.0,23040,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,16,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,30300,21.041666666666668,0.431023102310231,1.0,0.0,5840,0.0,23040,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,16,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,30300,21.041666666666668,0.431023102310231,1.0,0.0,5840,0.0,23040,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,16,serial
HigherOrderAmbiguous,Markov-N,16,3360,30300,21.041666666666668,0.431023102310231,1.0,0.0,5840,0.0,23040,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,16,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,41240,28.63888888888889,0.31668283220174587,1.0,0.0,6424,0.0,34560,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,24,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,41820,29.041666666666668,0.3122907699665232,1.0,0.0,5840,0.0,34560,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,24,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,41820,29.041666666666668,0.3122907699665232,1.0,0.0,5840,0.0,34560,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,24,serial
HigherOrderAmbiguous,Markov-N,16,3360,41820,29.041666666666668,0.3122907699665232,1.0,0.0,5840,0.0,34560,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,24,serial
HigherOrderAmbiguous,DirectWAM-H8,8,3360,52760,36.638888888888886,0.24753601213040183,1.0,0.0,6424,0.0,46080,0,0.0,0,0,0,0,1440,44,352,16776,1.6363864177421377,0.0,0.0,,,,32,serial
HigherOrderAmbiguous,DirectWAM-H16,16,3360,53340,37.041666666666664,0.24484439445069367,1.0,0.0,5840,0.0,46080,0,0.0,0,0,0,0,1440,40,320,35208,1.7011853588641397,0.0,0.0,,,,32,serial
HigherOrderAmbiguous,RecursiveWAM,16,3360,53340,37.041666666666664,0.24484439445069367,1.0,0.0,5840,0.0,46080,0,0.0,0,0,0,0,1440,40,320,7560,1.7011853588641397,0.0,0.0,,,,32,serial
HigherOrderAmbiguous,Markov-N,16,3360,53340,37.041666666666664,0.24484439445069367,1.0,0.0,5840,0.0,46080,0,0.0,0,0,0,0,1440,40,320,2376,1.7011853588641397,0.0,0.0,,,,32,serial
