workload,system,horizon,train_accesses,total_cycles,average_latency,speedup,accuracy,late_prefetch_rate,cycles_hidden,fraction_of_ideal_gain,predictor_overhead,predictor_queue_stalls,average_queue_wait,maximum_queue_wait,dropped_predictions,predictor_queue_depth,port_stalls,update_count,prefetches_issued,bandwidth_bytes,storage_bytes,ideal_speedup,collision_rate,aliasing_rate,counter_bits,signature_bits,table_size,lookup_latency,issue_interval,overlap_cycles,effective_lookup_latency,update_latency,energy_proxy,energy_per_access,energy_relative_to_baseline,energy_per_cycle_saved,read_ports,write_ports,candidate_cost,model_notes
LongHigherOrder,IdealWAM,16,3360,7694,5.343055555555556,1.7164023914738757,1.0,0.3181818181818182,5565,1.0,0,0,0.0,0,0,0,0,1440,44,352,8208,1.7164023914738757,0.0,0.0,,,,0,1,0,0,0,700.0,0.0,0.0,0.0,,,,
LongHigherOrder,Oracle,16,3360,7694,5.343055555555556,1.7164023914738757,1.0,0.3181818181818182,5565,1.0,0,0,0.0,0,0,0,0,1440,44,352,0,1.7164023914738757,0.0,0.0,,,,0,1,0,0,0,700.0,0.0,0.0,0.0,,,,
LongHigherOrder,SerialTrie,16,3360,56233,39.050694444444446,0.2348443085021251,1.0,0.06818181818181818,5986,0.0,48960,0,0.0,0,0,0,0,1440,44,352,8208,1.7164023914738757,0.0,0.0,,,,17,17,0,17,16,3860.4,2.680833333333333,0.5902752293577982,0.6449047778149014,1,1,1,one traversal step plus winner selection; no overlap
LongHigherOrder,PipelinedTrie,16,3360,39126,27.170833333333334,0.33752491949087565,0.0,0.0,0,0.0,25920,0,0.0,0,1440,0,0,1440,0,0,8208,1.7164023914738757,0.0,0.0,,,,17,1,16,1,16,3168.0,2.2,0.48440366972477067,3168.0,1,1,1,"depth pipeline; latency remains, one lookup can issue each cycle"
LongHigherOrder,ParallelTrie,16,3360,13154,9.134722222222223,1.003953170138361,1.0,0.3181818181818182,5865,0.005518086183699188,5760,0,0.0,0,0,0,0,1440,44,352,8208,1.7164023914738757,0.0,0.0,,,,3,1,2,1,2,3860.4,2.680833333333333,0.5902752293577982,0.6582097186700767,2,1,1,parallel SRAM level reads and a small comparator tree
LongHigherOrder,HashedContext,16,3360,11929,8.284027777777778,1.107050046106128,0.9669943820224719,0.20930232558139536,5649,0.14942725956831424,4320,0,0.0,0,0,0,0,1440,43,344,32800,1.7164023914738757,0.0014952153110047847,0.0423728813559322,8,64,2048,3,1,2,1,1,4132.700000000001,2.869930555555556,0.6319113149847095,0.731580810762967,2,1,1,"hash, SRAM read, and winner selection"
LongHigherOrder,CAM-like,16,3360,13829,9.603472222222223,0.9549497432930798,0.9178370786516854,0.20512820512820512,5185,0.0,5760,0,0.0,0,0,0,0,1440,39,312,8224,1.7164023914738757,0.003289473684210526,0.09821428571428571,8,64,512,2,1,1,1,1,5809.1,4.034097222222223,0.8882415902140673,1.1203664416586308,2,1,2,small associative table; high area/energy proxy
