workload,category,predictor,horizon,budget_bytes,train_fraction,accuracy,prefetch_precision,coverage,late_prefetch_rate,mean_lead_time,mean_slack,cache_pollution,bandwidth_bytes,average_memory_latency,total_cycles,speedup,cycles_hidden,predictor_overhead,storage_bytes,fraction_of_ideal_gain,trace_length,within_budget,prediction_attempts,wrong_predictions
pointer_chase_size65536_seed0_loads,pointer_chasing,Markov-N-H16,16,8192,0.7,1.0,1.0,0.18666666666666668,0.4107142857142857,241.11428571428573,91.11428571428571,0,2240,17.664,26496,1.1272644927536233,40084,0,8192,0.44304846592082836,5000,True,544,0
pointer_chase_size65536_seed0_loads,pointer_chasing,VLDP,16,8192,0.7,1.0,1.0,0.38133333333333336,0.3723776223776224,241.3618881118881,91.3618881118881,0,4576,15.468666666666667,23203,1.2872473387062018,81895,0,2752,1.0,5000,True,1484,0
pointer_chase_size65536_seed0_loads,pointer_chasing,SPP,16,8192,0.7,1.0,1.0,0.38133333333333336,0.3723776223776224,241.3618881118881,91.3618881118881,0,4576,15.468666666666667,23203,1.2872473387062018,81895,0,2752,1.0,5000,True,1484,0
pointer_chase_size65536_seed0_loads,pointer_chasing,GMC,16,8192,0.7,1.0,1.0,0.18666666666666668,0.4107142857142857,241.11428571428573,91.11428571428571,0,2240,17.664,26496,1.1272644927536233,40084,0,8192,0.44304846592082836,5000,True,544,0
pointer_chase_size65536_seed0_loads,pointer_chasing,DirectWAM-H8,8,8192,0.7,1.0,1.0,0.904,0.9535398230088495,137.9896755162242,-12.010324483775811,0,10848,19.458666666666666,29188,1.023297245443333,178400,0,33000,1.0,5000,False,1492,0
pointer_chase_size65536_seed0_loads,pointer_chasing,DirectWAM-H16,16,8192,0.7,1.0,1.0,0.38133333333333336,0.3723776223776224,241.3618881118881,91.3618881118881,0,4576,15.468666666666667,23203,1.2872473387062018,81895,0,66024,1.0,5000,False,1484,0
pointer_chase_size65536_seed0_loads,pointer_chasing,DirectWAM-H32,32,8192,0.7,1.0,1.0,0.026,0.20512820512820512,2003.871794871795,1853.871794871795,0,312,19.746666666666666,29620,1.0083727211343687,5669,0,132072,1.0,5000,False,1468,0
pointer_chase_size65536_seed0_loads,pointer_chasing,HashedContext-H8,8,8192,0.7,0.9175603217158177,0.9991902834008097,0.8233333333333334,0.8808752025931929,144.41734197730958,-5.582658022690437,0,9880,19.908666666666665,29863,1.000167431269464,161734,0,8256,0.0071867410192848185,5000,True,1492,123
pointer_chase_size65536_seed0_loads,pointer_chasing,HashedContext-H16,16,8192,0.7,0.9535040431266847,1.0,0.42133333333333334,0.3876582278481013,237.70411392405063,87.70411392405063,0,5056,14.740666666666666,22111,1.3508208583962733,90775,0,8320,1.2213197865519474,5000,True,1484,69
pointer_chase_size65536_seed0_loads,pointer_chasing,HashedContext-H32,32,8192,0.7,0.8712534059945504,1.0,0.06066666666666667,0.34065934065934067,1008.7252747252747,858.7252747252747,0,728,21.126666666666665,31690,0.9425055222467655,10551,0,8448,0.0,5000,True,1468,189
pointer_chase_size65536_seed0_loads,pointer_chasing,RecursiveWAM,16,8192,0.7,1.0,1.0,0.38133333333333336,0.3723776223776224,241.3618881118881,91.3618881118881,0,4576,15.468666666666667,23203,1.2872473387062018,81895,0,16488,1.0,5000,False,1484,0
pointer_chase_size65536_seed0_loads,pointer_chasing,DirectWAM-H16-miss-only,16,8192,0.7,1.0,1.0,0.36866666666666664,0.4376130198915009,245.27305605786617,95.27305605786619,0,4424,15.567333333333334,23351,1.2790886899918632,79106,0,56640,0.9715971303647715,5000,False,1200,0
quicksort_size65536_seed0_loads,sorting,NextLine,1,8192,0.7,0.02068045363575717,0.967741935483871,0.04133333333333333,0.2,249.3,99.3,0,496,11.134666666666666,16702,1.4606633936055562,7756,0,8,0.0,5000,True,1499,1468
quicksort_size65536_seed0_loads,sorting,Stride,1,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,16,0.0,5000,True,0,0
quicksort_size65536_seed0_loads,sorting,Markov-1,16,8192,0.7,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0,0,8,16.264666666666667,24397,0.999959011353855,0,0,4672,0.0,5000,True,5,5
quicksort_size65536_seed0_loads,sorting,Markov-N-H2,2,8192,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,8192,0.0,5000,True,5,2
quicksort_size65536_seed0_loads,sorting,Markov-N-H4,4,8192,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,8192,0.0,5000,True,5,3
quicksort_size65536_seed0_loads,sorting,Markov-N-H8,8,8192,0.7,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0,0,8,16.264666666666667,24397,0.999959011353855,0,0,8192,0.0,5000,True,5,5
quicksort_size65536_seed0_loads,sorting,Markov-N-H16,16,8192,0.7,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0,0,8,16.264666666666667,24397,0.999959011353855,0,0,8192,0.0,5000,True,5,5
quicksort_size65536_seed0_loads,sorting,VLDP,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,8192,0.0,5000,True,0,0
quicksort_size65536_seed0_loads,sorting,SPP,16,8192,0.7,0.13333333333333333,0.6153846153846154,0.008666666666666666,0.5,148.625,-1.375,0,104,15.705333333333334,23558,1.0355717802869513,851,0,8192,0.0,5000,True,15,13
quicksort_size65536_seed0_loads,sorting,GMC,16,8192,0.7,0.15833333333333333,0.47540983606557374,0.08133333333333333,0.3620689655172414,169.93103448275863,19.93103448275862,0,976,12.17,18255,1.3364009860312243,6263,0,8192,0.0,5000,True,480,404
quicksort_size65536_seed0_loads,sorting,DirectWAM-H8,8,8192,0.7,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0,0,8,16.264666666666667,24397,0.999959011353855,0,0,434616,0.0,5000,False,5,5
quicksort_size65536_seed0_loads,sorting,DirectWAM-H16,16,8192,0.7,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0,0,8,16.264666666666667,24397,0.999959011353855,0,0,1096344,0.0,5000,False,5,5
quicksort_size65536_seed0_loads,sorting,DirectWAM-H32,32,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,2413632,0.0,5000,False,0,0
quicksort_size65536_seed0_loads,sorting,HashedContext-H8,8,8192,0.7,0.0,0.0,0.43,0.0,0.0,0.0,0,5160,16.694,25041,0.974242242721936,0,0,8256,0.0,5000,True,1491,1491
quicksort_size65536_seed0_loads,sorting,HashedContext-H16,16,8192,0.7,0.0,0.0,0.42733333333333334,0.0,0.0,0.0,0,5128,16.691333333333333,25037,0.9743978911211407,0,0,8320,0.0,5000,True,1484,1484
quicksort_size65536_seed0_loads,sorting,HashedContext-H32,32,8192,0.7,0.0,0.0,0.41933333333333334,0.0,0.0,0.0,0,5032,16.683333333333334,25025,0.9748651348651348,0,0,8448,0.0,5000,True,1468,1468
quicksort_size65536_seed0_loads,sorting,RecursiveWAM,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,133176,0.0,5000,False,13,13
quicksort_size65536_seed0_loads,sorting,DirectWAM-H16-miss-only,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.264,24396,1.0,0,0,103872,0.0,5000,False,0,0
stride_size524288_seed0_loads,sequential_control,NextLine,1,8192,0.7,0.49966644429619744,0.9986666666666667,0.5,1.0,5.0,-145.0,0,6000,77.00066666666666,115501,0.9999913420663025,749,0,8,0.0,5000,True,1499,750
stride_size524288_seed0_loads,sequential_control,Stride,1,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,16,0.0,5000,True,0,0
stride_size524288_seed0_loads,sequential_control,Markov-1,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,8192,0.0,5000,True,0,0
stride_size524288_seed0_loads,sequential_control,Markov-N-H2,2,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,8192,0.0,5000,True,0,0
stride_size524288_seed0_loads,sequential_control,Markov-N-H4,4,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,8192,0.0,5000,True,0,0
stride_size524288_seed0_loads,sequential_control,Markov-N-H8,8,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,8192,0.0,5000,True,0,0
stride_size524288_seed0_loads,sequential_control,Markov-N-H16,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,8192,0.0,5000,True,0,0
stride_size524288_seed0_loads,sequential_control,VLDP,16,8192,0.7,1.0,1.0,0.49466666666666664,0.1320754716981132,144.55929919137466,-5.440700808625337,0,5936,10.307333333333334,15461,7.470409417243387,100781,0,32,0.0,5000,True,1484,0
stride_size524288_seed0_loads,sequential_control,SPP,16,8192,0.7,1.0,1.0,0.49466666666666664,0.1320754716981132,144.55929919137466,-5.440700808625337,0,5936,10.307333333333334,15461,7.470409417243387,100781,0,32,0.0,5000,True,1484,0
stride_size524288_seed0_loads,sequential_control,GMC,16,8192,0.7,1.0,1.0,0.49466666666666664,0.1320754716981132,144.55929919137466,-5.440700808625337,0,5936,10.307333333333334,15461,7.470409417243387,100781,0,512,0.0,5000,True,1484,0
stride_size524288_seed0_loads,sequential_control,DirectWAM-H8,8,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,627888,0.0,5000,False,0,0
stride_size524288_seed0_loads,sequential_control,DirectWAM-H16,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,1293168,0.0,5000,False,0,0
stride_size524288_seed0_loads,sequential_control,DirectWAM-H32,32,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,2609904,0.0,5000,False,0,0
stride_size524288_seed0_loads,sequential_control,HashedContext-H8,8,8192,0.7,0.0,0.0,0.8926666666666667,0.0,0.0,0.0,0,10712,77.89266666666667,116839,0.9885397855168223,0,0,8256,0.0,5000,True,1492,1492
stride_size524288_seed0_loads,sequential_control,HashedContext-H16,16,8192,0.7,0.0,0.0,0.8686666666666667,0.0,0.0,0.0,0,10424,77.86866666666667,116803,0.9888444646113541,0,0,8320,0.0,5000,True,1484,1484
stride_size524288_seed0_loads,sequential_control,HashedContext-H32,32,8192,0.7,0.0,0.0,0.8546666666666667,0.0,0.0,0.0,0,10256,77.85466666666666,116782,0.98902228083095,0,0,8448,0.0,5000,True,1465,1465
stride_size524288_seed0_loads,sequential_control,RecursiveWAM,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,293784,0.0,5000,False,0,0
stride_size524288_seed0_loads,sequential_control,DirectWAM-H16-miss-only,16,8192,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77.0,115500,1.0,0,0,662976,0.0,5000,False,0,0
