workload,category,train_fraction,horizon,oracle_speedup,ideal_wam_speedup,baseline_cycles,oracle_cycles,depth,empirical_oracle_accuracy,coverage,perfect_speedup,perfect_cycles
pointer_chase_size65536_seed0_loads,,,8,,,,,4,0.0,1.0,1.023297245443333,29188
pointer_chase_size65536_seed0_loads,,,16,,,,,4,0.0,1.0,1.2872473387062018,23203
pointer_chase_size65536_seed0_loads,,,32,,,,,4,0.0,1.0,1.0083727211343687,29620
pointer_chase_size65536_seed0_loads,,,1,,,,,8,0.0,1.0,0.13066645667637872,228582
pointer_chase_size65536_seed0_loads,,,4,,,,,8,0.0,1.0,0.5217300167691448,57248
pointer_chase_size65536_seed0_loads,,,8,,,,,8,0.0,1.0,1.023297245443333,29188
pointer_chase_size65536_seed0_loads,,,16,,,,,8,0.0,1.0,1.2872473387062018,23203
pointer_chase_size65536_seed0_loads,,,32,,,,,8,0.0,1.0,1.0083727211343687,29620
pointer_chase_size65536_seed0_loads,,,1,,,,,16,0.0,1.0,0.13066645667637872,228582
pointer_chase_size65536_seed0_loads,,,4,,,,,16,0.0,1.0,0.5217300167691448,57248
pointer_chase_size65536_seed0_loads,,,8,,,,,16,0.0,1.0,1.023297245443333,29188
pointer_chase_size65536_seed0_loads,,,16,,,,,16,0.0,1.0,1.2872473387062018,23203
pointer_chase_size65536_seed0_loads,,,32,,,,,16,0.0,1.0,1.0083727211343687,29620
quicksort_size65536_seed0_loads,sorting,0.5,1,0.9798771344265467,1.0,40514,41346,,,,,
quicksort_size65536_seed0_loads,sorting,0.5,4,1.1301606784199956,1.0,40514,35848,,,,,
quicksort_size65536_seed0_loads,sorting,0.5,8,1.4385030535435308,1.0,40514,28164,,,,,
quicksort_size65536_seed0_loads,sorting,0.5,16,1.983355362999951,1.0,40514,20427,,,,,
quicksort_size65536_seed0_loads,sorting,0.5,32,3.377573989162151,1.0,40514,11995,,,,,
quicksort_size65536_seed0_loads,sorting,0.7,1,0.9799164524421594,0.999959011353855,24396,24896,,,,,
quicksort_size65536_seed0_loads,sorting,0.7,4,1.1358599497159885,1.0,24396,21478,,,,,
quicksort_size65536_seed0_loads,sorting,0.7,8,1.4513653399964306,0.999959011353855,24396,16809,,,,,
quicksort_size65536_seed0_loads,sorting,0.7,16,2.003120124804992,0.999959011353855,24396,12179,,,,,
quicksort_size65536_seed0_loads,sorting,0.7,32,3.2883137889203398,1.0,24396,7419,,,,,
quicksort_size65536_seed0_loads,sorting,0.8,1,0.9799355069867431,0.9999390652611053,16410,16746,,,,,
quicksort_size65536_seed0_loads,sorting,0.8,4,1.1097585717184013,1.0,16410,14787,,,,,
quicksort_size65536_seed0_loads,sorting,0.8,8,1.4384642356241235,0.9997563055927866,16410,11408,,,,,
quicksort_size65536_seed0_loads,sorting,0.8,16,1.995864753101435,1.0,16410,8222,,,,,
quicksort_size65536_seed0_loads,sorting,0.8,32,3.146692233940556,1.0,16410,5215,,,,,
quicksort_size65536_seed0_loads,,,1,,,,,1,0.42857142857142855,0.009339559706470981,0.9799164524421594,24896
quicksort_size65536_seed0_loads,,,4,,,,,1,0.0,0.0033422459893048127,1.1358599497159885,21478
quicksort_size65536_seed0_loads,,,8,,,,,1,0.0,0.003351206434316354,1.4513653399964306,16809
quicksort_size65536_seed0_loads,,,16,,,,,1,0.0,0.0033692722371967657,2.003120124804992,12179
quicksort_size65536_seed0_loads,,,32,,,,,1,0.0,0.0,3.2883137889203398,7419
quicksort_size65536_seed0_loads,,,1,,,,,2,0.3333333333333333,0.0020013342228152103,0.9799164524421594,24896
quicksort_size65536_seed0_loads,,,4,,,,,2,0.0,0.0,1.1358599497159885,21478
quicksort_size65536_seed0_loads,,,8,,,,,2,0.0,0.0,1.4513653399964306,16809
quicksort_size65536_seed0_loads,,,16,,,,,2,0.0,0.0,2.003120124804992,12179
quicksort_size65536_seed0_loads,,,32,,,,,2,0.0,0.0,3.2883137889203398,7419
quicksort_size65536_seed0_loads,,,1,,,,,4,0.0,0.0,0.9799164524421594,24896
quicksort_size65536_seed0_loads,,,4,,,,,4,0.0,0.0,1.1358599497159885,21478
quicksort_size65536_seed0_loads,,,8,,,,,4,0.0,0.0,1.4513653399964306,16809
quicksort_size65536_seed0_loads,,,16,,,,,4,0.0,0.0,2.003120124804992,12179
quicksort_size65536_seed0_loads,,,32,,,,,4,0.0,0.0,3.2883137889203398,7419
quicksort_size65536_seed0_loads,,,1,,,,,8,0.0,0.0,0.9799164524421594,24896
quicksort_size65536_seed0_loads,,,4,,,,,8,0.0,0.0,1.1358599497159885,21478
quicksort_size65536_seed0_loads,,,8,,,,,8,0.0,0.0,1.4513653399964306,16809
quicksort_size65536_seed0_loads,,,16,,,,,8,0.0,0.0,2.003120124804992,12179
quicksort_size65536_seed0_loads,,,32,,,,,8,0.0,0.0,3.2883137889203398,7419
quicksort_size65536_seed0_loads,,,1,,,,,16,0.0,0.0,0.9799164524421594,24896
quicksort_size65536_seed0_loads,,,4,,,,,16,0.0,0.0,1.1358599497159885,21478
quicksort_size65536_seed0_loads,,,8,,,,,16,0.0,0.0,1.4513653399964306,16809
quicksort_size65536_seed0_loads,,,16,,,,,16,0.0,0.0,2.003120124804992,12179
quicksort_size65536_seed0_loads,,,32,,,,,16,0.0,0.0,3.2883137889203398,7419
stride_size524288_seed0_loads,sequential_control,0.5,1,0.9747032851298254,1.0,192500,197496,,,,,
stride_size524288_seed0_loads,sequential_control,0.5,4,1.9967843991494216,1.0,192500,96405,,,,,
stride_size524288_seed0_loads,sequential_control,0.5,8,3.9665368527333045,1.0,192500,48531,,,,,
stride_size524288_seed0_loads,sequential_control,0.5,16,7.66108170493891,1.0,192500,25127,,,,,
stride_size524288_seed0_loads,sequential_control,0.5,32,3.217610777742491,1.0,192500,59827,,,,,
stride_size524288_seed0_loads,sequential_control,0.7,1,0.9747164461247637,1.0,115500,118496,,,,,
stride_size524288_seed0_loads,sequential_control,0.7,4,1.9946464035920906,1.0,115500,57905,,,,,
stride_size524288_seed0_loads,sequential_control,0.7,8,3.944537413339708,1.0,115500,29281,,,,,
stride_size524288_seed0_loads,sequential_control,0.7,16,7.470409417243387,1.0,115500,15461,,,,,
stride_size524288_seed0_loads,sequential_control,0.7,32,3.191577551189588,1.0,115500,36189,,,,,
stride_size524288_seed0_loads,sequential_control,0.8,1,0.9747328978682465,1.0,77000,78996,,,,,
stride_size524288_seed0_loads,sequential_control,0.8,4,1.9919803388953563,1.0,77000,38655,,,,,
stride_size524288_seed0_loads,sequential_control,0.8,8,3.9056555921886886,1.0,77000,19715,,,,,
stride_size524288_seed0_loads,sequential_control,0.8,16,7.217171243790421,1.0,77000,10669,,,,,
stride_size524288_seed0_loads,sequential_control,0.8,32,3.140934121966143,1.0,77000,24515,,,,,
stride_size524288_seed0_loads,,,1,,,,,1,0.0,0.00066711140760507,0.9747164461247637,118496
stride_size524288_seed0_loads,,,4,,,,,1,0.0,0.0,1.9946464035920906,57905
stride_size524288_seed0_loads,,,8,,,,,1,0.0,0.0,3.944537413339708,29281
stride_size524288_seed0_loads,,,16,,,,,1,0.0,0.0,7.470409417243387,15461
stride_size524288_seed0_loads,,,32,,,,,1,0.0,0.0,3.191577551189588,36189
stride_size524288_seed0_loads,,,1,,,,,2,0.0,0.0,0.9747164461247637,118496
stride_size524288_seed0_loads,,,4,,,,,2,0.0,0.0,1.9946464035920906,57905
stride_size524288_seed0_loads,,,8,,,,,2,0.0,0.0,3.944537413339708,29281
stride_size524288_seed0_loads,,,16,,,,,2,0.0,0.0,7.470409417243387,15461
stride_size524288_seed0_loads,,,32,,,,,2,0.0,0.0,3.191577551189588,36189
stride_size524288_seed0_loads,,,1,,,,,4,0.0,0.0,0.9747164461247637,118496
stride_size524288_seed0_loads,,,4,,,,,4,0.0,0.0,1.9946464035920906,57905
stride_size524288_seed0_loads,,,8,,,,,4,0.0,0.0,3.944537413339708,29281
stride_size524288_seed0_loads,,,16,,,,,4,0.0,0.0,7.470409417243387,15461
stride_size524288_seed0_loads,,,32,,,,,4,0.0,0.0,3.191577551189588,36189
stride_size524288_seed0_loads,,,1,,,,,8,0.0,0.0,0.9747164461247637,118496
stride_size524288_seed0_loads,,,4,,,,,8,0.0,0.0,1.9946464035920906,57905
stride_size524288_seed0_loads,,,8,,,,,8,0.0,0.0,3.944537413339708,29281
stride_size524288_seed0_loads,,,16,,,,,8,0.0,0.0,7.470409417243387,15461
stride_size524288_seed0_loads,,,32,,,,,8,0.0,0.0,3.191577551189588,36189
stride_size524288_seed0_loads,,,1,,,,,16,0.0,0.0,0.9747164461247637,118496
stride_size524288_seed0_loads,,,4,,,,,16,0.0,0.0,1.9946464035920906,57905
stride_size524288_seed0_loads,,,8,,,,,16,0.0,0.0,3.944537413339708,29281
stride_size524288_seed0_loads,,,16,,,,,16,0.0,0.0,7.470409417243387,15461
stride_size524288_seed0_loads,,,32,,,,,16,0.0,0.0,3.191577551189588,36189
