workload,benchmark,category,path,accesses,address_kind,instruction_accesses_included,capture_status,input_size,seed,compiler,compiler_flags,trace_length,load_count,store_count,unique_cache_lines,raw_trace_path,normalized_trace_path,git_commit,host_os,architecture,timestamp_utc,original_accesses,access_cap
binary_tree_size65536_seed0_loads,binary_tree,tree,binary_tree_size65536_seed0_loads.trace,5000,cache_line,False,source_instrumented,65536,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,2097152,2097152,65536,8192,binary_tree_size65536_seed0.raw,normalized/binary_tree_size65536_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:48:53Z,2097152,5000
graph_bfs_size65536_seed0_loads,graph_bfs,graph,graph_bfs_size65536_seed0_loads.trace,5000,cache_line,False,source_instrumented,65536,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,589824,589824,131072,12288,graph_bfs_size65536_seed0.raw,normalized/graph_bfs_size65536_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:49:51Z,589824,5000
graph_dfs_size16384_seed0_loads,graph_dfs,graph,graph_dfs_size16384_seed0_loads.trace,5000,cache_line,False,source_instrumented,16384,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,110664,110664,71716,2304,graph_dfs_size16384_seed0.raw,normalized/graph_dfs_size16384_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:50:02Z,110664,5000
hash_table_size65536_seed0_loads,hash_table,hash,hash_table_size65536_seed0_loads.trace,5000,cache_line,False,source_instrumented,65536,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,1121018,1121018,65536,16384,hash_table_size65536_seed0.raw,normalized/hash_table_size65536_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:50:09Z,1121018,5000
linked_list_size65536_seed0_loads,linked_list,pointer_chasing,linked_list_size65536_seed0_loads.trace,5000,cache_line,False,source_instrumented,65536,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,196608,196608,262144,16384,linked_list_size65536_seed0.raw,normalized/linked_list_size65536_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:48:36Z,196608,5000
matrix_scan_size512_seed0_loads,matrix_scan,dynamic_programming,matrix_scan_size512_seed0_loads.trace,5000,cache_line,False,source_instrumented,512,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,262144,262144,262144,32768,matrix_scan_size512_seed0.raw,normalized/matrix_scan_size512_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:50:47Z,262144,5000
pointer_chase_size65536_seed0_loads,pointer_chase,pointer_chasing,pointer_chase_size65536_seed0_loads.trace,5000,cache_line,False,source_instrumented,65536,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,262144,262144,65536,8192,pointer_chase_size65536_seed0.raw,normalized/pointer_chase_size65536_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:48:42Z,262144,5000
quicksort_size65536_seed0_loads,quicksort,sorting,quicksort_size65536_seed0_loads.trace,5000,cache_line,False,source_instrumented,65536,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,1971996,1971996,590624,8192,quicksort_size65536_seed0.raw,normalized/quicksort_size65536_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:50:26Z,1971996,5000
stride_size524288_seed0_loads,stride,sequential_control,stride_size524288_seed0_loads.trace,5000,cache_line,False,source_instrumented,524288,0,cc,-O2 -std=c11 -DWAM_SOURCE_TRACE,131072,131072,524288,65536,stride_size524288_seed0.raw,normalized/stride_size524288_seed0_loads.trace,5c20e7a4d459b378df97d6d5c80ea54eec2a3d73,macOS-15.5-arm64-arm-64bit,arm64,2026-08-13T06:50:48Z,131072,5000
